location,districk,neighborhood,room,living_room,area,age,floor,price,base_score,score_with_bonus,score
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,2,1,132,0,4,85000,0.003673992912889411,0.003673992912889411,0.003
İstanbul , Beykoz , Acarlar Mah.,4,1,350,13,0,125000,0.005413161155677297,0.005413161155677297,0.005
İstanbul , Avcılar , Tahtakale Mah.,3,1,159,5,1,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Beykoz , Kavacık Mah.,2,1,75,30,1,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Maltepe , Altıntepe Mah.,6,2,240,25,5,60000,0.0025870127611469815,0.0025870127611469815,0.002
İstanbul , Bakırköy , Şenlikköy Mah.,4,2,300,27,2,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Ümraniye , Hekimbaşı Mah.,1,1,65,20,3,10500,0.0004347920606969717,0.0004347920606969717,0.0
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80,2,3,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Kağıthane , Çeliktepe Mah.,2,1,90,25,2,27000,0.001152198960846975,0.001152198960846975,0.001
İstanbul , Beyoğlu , Hüseyinağa Mah.,5,2,450,35,0,270000,0.011717646035783387,0.1117176460357834,0.102
İstanbul , Kağıthane , Nurtepe Mah.,2,1,80,13,-2,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Güngören , Mareşal Çakmak Mah.,3,1,120,35,4,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Şişli , Teşvikiye Mah.,2,1,120,50,1,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,81,13,1,14000,0.0005869692819409117,0.0005869692819409117,0.001
İstanbul , Küçükçekmece , Yarımburgaz Mah.,2,1,95,35,4,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Şişli , Cumhuriyet Mah.,1,1,50,12,6,42000,0.0018043870518924324,0.10180438705189243,0.093
İstanbul , Eyüpsultan , İslambey Mah.,2,1,119,0,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Şişli , Teşvikiye Mah.,1,1,100,1,10,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Fatih , Akşemsettin Mah.,4,2,250,28,5,43000,0.0018478662579621296,0.10184786625796213,0.093
İstanbul , Sarıyer , Maslak Mah.,3,1,170,14,14,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Gaziosmanpaşa , Fevzi Çakmak Mah.,1,1,70,7,7,32000,0.0013695949911954608,0.0013695949911954608,0.001
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,100,5,3,100000,0.004326181003934868,0.10432618100393487,0.095
İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,95,33,2,27000,0.001152198960846975,0.001152198960846975,0.001
İstanbul , Beykoz , Yalıköy Mah.,2,1,110,30,1,37000,0.0015869910215439466,0.0015869910215439466,0.001
İstanbul , Pendik , Yenişehir Mah.,2,1,80,29,4,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Şişli , Fulya Mah.,1,1,136,5,21,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Üsküdar , Zeynep Kamil Mah.,3,1,160,31,1,29000,0.0012391573729863693,0.10123915737298637,0.092
İstanbul , Sancaktepe , İnönü Mah.,2,1,105,13,1,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Avcılar , Cihangir Mah.,2,1,85,5,3,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Küçükçekmece , Fatih Mah.,2,1,100,1,12,38000,0.0016304702276136438,0.0016304702276136438,0.001
İstanbul , Beykoz , Kavacık Mah.,4,0,130,2,2,10000,0.0004130524576621231,0.0004130524576621231,0.0
İstanbul , Beşiktaş , Muradiye Mah.,3,1,150,31,4,100000,0.004326181003934868,0.10432618100393487,0.095
İstanbul , Beyoğlu , Tomtom Mah.,1,1,75,51,2,53600,0.0023087458423009196,0.10230874584230093,0.093
İstanbul , Küçükçekmece , Gültepe Mah.,2,1,80,30,1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Sarıyer , Çamlıtepe Mah.,2,1,85,30,0,10000,0.0004130524576621231,0.10041305245766213,0.091
İstanbul , Kadıköy , Eğitim Mah.,1,965,50,45,3,14100,0.0005913172025478815,0.10059131720254788,0.091
İstanbul , Ümraniye , Namık Kemal Mah.,2,1,80,21,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Bayrampaşa , Altıntepsi Mah.,2,1,80,30,3,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Beyoğlu , Gümüşsuyu Mah.,3,1,140,40,4,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Kadıköy , Merdivenköy Mah.,2,1,98,38,3,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,85,0,1,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Maltepe , Feyzullah Mah.,3,1,135,35,2,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Ataşehir , İçerenköy Mah.,3,1,125,30,1,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Şişli , Merkez Mah.,2,1,80,40,3,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beylikdüzü , Gürpınar Mah.,3,1,110,0,5,24000,0.0010217613426378835,0.0010217613426378835,0.001
İstanbul , Beyoğlu , Cihangir Mah.,1,1,70,20,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Esenyurt , Akçaburgaz Mah.,2,1,80,8,1,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,55,7,1,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Arnavutköy , Yunus Emre Mah.,3,1,135,25,-2,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Maltepe , Fındıklı Mah.,2,1,90,8,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Üsküdar , İcadiye Mah.,1,1,60,0,1,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Esenyurt , Akevler Mah.,3,1,145,12,15,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Fatih , Silivrikapı Mah.,1,1,60,40,2,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Bakırköy , Şenlikköy Mah.,5,2,500,18,4,275000,0.011935042066131872,0.11193504206613188,0.102
İstanbul , Sarıyer , Uskumruköy Mah.,3,1,218,11,0,130000,0.005630557186025783,0.10563055718602579,0.096
İstanbul , Kartal , Cevizli Mah.,3,1,100,7,1,32000,0.0013695949911954608,0.0013695949911954608,0.001
İstanbul , Şişli , Gülbahar Mah.,1,1,60,12,-1,11000,0.00045653166373182025,0.10045653166373182,0.091
İstanbul , Bahçelievler , Yenibosna Merkez Mah.,1,1,85,10,3,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Bakırköy , Basınköy Mah.,2,1,120,25,1,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Beşiktaş , Levent Mah.,1,1,60,35,1,26000,0.0011087197547772778,0.10110871975477728,0.092
İstanbul , Avcılar , Gümüşpala Mah.,2,1,90,16,3,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Beşiktaş , Abbasağa Mah.,2,1,85,50,3,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Başakşehir , Altınşehir Mah.,2,1,90,3,1,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Gaziosmanpaşa , Karadeniz Mah.,1,1,80,10,3,27000,0.001152198960846975,0.001152198960846975,0.001
İstanbul , Beşiktaş , Vişnezade Mah.,2,2,110,25,3,29000,0.0012391573729863693,0.10123915737298637,0.092
İstanbul , Şişli , Eskişehir Mah.,2,1,90,5,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80,19,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Sarıyer , Huzur Mah.,3,1,183,7,17,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Üsküdar , Beylerbeyi Mah.,3,1,130,50,2,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Ataşehir , Esatpaşa Mah.,2,1,67,11,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Sarıyer , Maslak Mah.,1,1,85,12,7,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Üsküdar , Murat Reis Mah.,1,1,60,0,1,27000,0.001152198960846975,0.10115219896084698,0.092
İstanbul , Avcılar , Merkez Mah.,2,1,90,30,1,13000,0.0005434900758712146,0.0005434900758712146,0.0
İstanbul , Bağcılar , Demirkapı Mah.,3,1,120,27,1,12500,0.0005217504728363661,0.0005217504728363661,0.0
İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,180,15,1,100000,0.004326181003934868,0.10432618100393487,0.095
İstanbul , Fatih , Cerrahpaşa Mah.,3,1,125,40,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Şişli , Teşvikiye Mah.,5,1,310,31,4,150000,0.006500141307419727,0.10650014130741974,0.097
İstanbul , Şişli , Bozkurt Mah.,2,1,130,35,3,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Beykoz , Çubuklu Mah.,3,1,100,30,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Eyüpsultan , Mimar Sinan Mah.,1,1,60,30,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Üsküdar , Bahçelievler Mah.,4,1,160,30,4,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Kadıköy , Osmanağa Mah.,2,1,80,25,3,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,75,35,1,21000,0.000891323724428792,0.1008913237244288,0.092
İstanbul , Kağıthane , Talatpaşa Mah.,2,1,95,24,4,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,250,7,2,140000,0.0060653492467227545,0.0060653492467227545,0.006
İstanbul , Şişli , Meşrutiyet Mah.,4,1,170,50,2,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,120,24,1,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Ümraniye , Çakmak Mah.,1,1,60,8,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Avcılar , Cihangir Mah.,2,1,120,25,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Şişli , Teşvikiye Mah.,4,1,200,60,4,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Avcılar , Denizköşkler Mah.,2,1,90,28,3,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Esenyurt , Necip Fazıl Kısakürek Mah.,2,1,90,10,3,18500,0.000782625709254549,0.000782625709254549,0.001
İstanbul , Çekmeköy , Mehmet Akif Mah.,2,1,65,0,1,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Avcılar , Ambarlı Mah.,2,1,65,6,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Kağıthane , Gültepe Mah.,1,1,65,35,1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Beyoğlu , Kuloğlu Mah.,2,1,75,60,5,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Sultangazi , Sultançiftliği Mah.,2,1,95,20,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Beşiktaş , Arnavutköy Mah.,4,1,250,18,0,160000,0.0069349333681166985,0.1069349333681167,0.097
İstanbul , Gaziosmanpaşa , Yenidoğan Mah.,2,1,95,18,4,29000,0.0012391573729863693,0.0012391573729863693,0.001
İstanbul , Esenyurt , Gökevler Mah.,2,1,98,10,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Şişli , Merkez Mah.,3,1,120,2,4,100000,0.004326181003934868,0.10432618100393487,0.095
İstanbul , Beylikdüzü , Dereağzı Mah.,2,1,100,7,3,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Sultanbeyli , Adil Mah.,2,1,94,1,3,33000,0.001413074197265158,0.001413074197265158,0.001
İstanbul , Bahçelievler , Hürriyet Mah.,2,1,110,7,2,37000,0.0015869910215439466,0.0015869910215439466,0.001
İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,106,14,14,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Beyoğlu , Cihangir Mah.,2,1,100,45,2,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Bayrampaşa , İsmet Paşa Mah.,1,1,75,5,5,38000,0.0016304702276136438,0.0016304702276136438,0.001
İstanbul , Fatih , Seyyid Ömer Mah.,1,1,65,38,3,16000,0.0006739276940803061,0.10067392769408032,0.092
İstanbul , Ümraniye , Adem Yavuz Mah.,3,1,110,22,2,24000,0.0010217613426378835,0.0010217613426378835,0.001
İstanbul , Şişli , Merkez Mah.,3,1,145,45,1,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Gaziosmanpaşa , Karlıtepe Mah.,1,1,70,10,-1,13000,0.0005434900758712146,0.0005434900758712146,0.0
İstanbul , Fatih , Aksaray Mah.,1,1,70,40,3,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Kağıthane , Gültepe Mah.,2,1,75,7,3,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Ataşehir , Ferhatpaşa Mah.,3,1,135,25,1,22500,0.0009565425335333376,0.0009565425335333376,0.001
İstanbul , Kağıthane , Çağlayan Mah.,2,1,90,3,1,20200,0.0008565403595730341,0.0008565403595730341,0.001
İstanbul , Bakırköy , Yeşilköy Mah.,2,1,110,5,1,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Küçükçekmece , İnönü Mah.,3,1,135,28,4,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Bakırköy , Ataköy 2-5-6. Kısım Mah.,3,1,140,45,8,47000,0.002021783082240918,0.10202178308224093,0.093
İstanbul , Bahçelievler , Hürriyet Mah.,2,1,110,28,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Avcılar , Ambarlı Mah.,2,1,85,32,3,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Sancaktepe , Abdurrahmangazi Mah.,2,1,96,2,3,41500,0.001782647448857584,0.001782647448857584,0.002
İstanbul , Beşiktaş , Kültür Mah.,2,1,100,35,1,58000,0.002500054349007587,0.1025000543490076,0.093
İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,85,5,1,13500,0.0005652296789060632,0.0005652296789060632,0.001
İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,4,2,360,20,0,70000,0.003021804821843953,0.003021804821843953,0.003
İstanbul , Avcılar , Ambarlı Mah.,2,1,85,30,3,14500,0.0006087088849757603,0.0006087088849757603,0.001
İstanbul , Fatih , İskenderpaşa Mah.,2,1,95,20,3,22500,0.0009565425335333376,0.10095654253353334,0.092
İstanbul , Kağıthane , Çeliktepe Mah.,1,1,55,1,2,42500,0.001826126654927281,0.001826126654927281,0.002
İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,95,5,3,23000,0.0009782821365681863,0.0009782821365681863,0.001
İstanbul , Avcılar , Denizköşkler Mah.,2,1,110,30,4,13500,0.0005652296789060632,0.0005652296789060632,0.001
İstanbul , Beylikdüzü , Barış Mah.,3,1,150,25,6,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Maltepe , Cevizli Mah.,1,1,85,1,7,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Adalar , Maden Mah.,2,1,95,25,0,300000,0.013022022217874301,0.013022022217874301,0.012
İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,105,5,3,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Zeytinburnu , Veliefendi Mah.,1,1,85,25,-1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Ataşehir , Barbaros Mah.,3,1,128,20,1,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Şişli , Bozkurt Mah.,2,1,115,25,4,37500,0.0016087306245787952,0.1016087306245788,0.092
İstanbul , Pendik , Kavakpınar Mah.,1,1,85,10,3,16000,0.0006739276940803061,0.0006739276940803061,0.001
