location,districk,neighborhood,room,living_room,area,age,floor,price,base_score,score_with_bonus,score
İstanbul , Bayrampaşa , Terazidere Mah.,2,1,80,25,1,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Beylikdüzü , Kavaklı Mah.,4,2,240,9,3,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Beyoğlu , Cihangir Mah.,3,1,120,45,5,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Avcılar , Denizköşkler Mah.,3,1,160,30,2,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Beyoğlu , Cihangir Mah.,1,1,70,20,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Avcılar , Ambarlı Mah.,2,1,90,35,1,11000,0.00045653166373182025,0.00045653166373182025,0.0
İstanbul , Fatih , Katip Kasım Mah.,3,1,90,35,1,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Kadıköy , Osmanağa Mah.,1,1,55,9,2,42500,0.001826126654927281,0.10182612665492728,0.093
İstanbul , Maltepe , Küçükyalı Mah.,2,1,80,0,3,42000,0.0018043870518924324,0.0018043870518924324,0.002
İstanbul , Ümraniye , Necip Fazıl Mah.,3,1,125,30,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Beyoğlu , Cihangir Mah.,4,1,160,50,4,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Maltepe , Küçükyalı Mah.,2,1,95,31,2,29500,0.001260896976021218,0.001260896976021218,0.001
İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,70,0,-1,43000,0.0018478662579621296,0.10184786625796213,0.093
İstanbul , Bakırköy , Sakızağacı Mah.,2,1,80,31,1,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Ataşehir , Barbaros Mah.,1,1,58,13,3,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Şişli , Fulya Mah.,3,1,125,25,3,47500,0.002043522685275767,0.10204352268527578,0.093
İstanbul , Kadıköy , Kozyatağı Mah.,4,1,165,30,7,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Ataşehir , İçerenköy Mah.,3,1,130,28,8,33000,0.001413074197265158,0.001413074197265158,0.001
İstanbul , Eyüpsultan , Karadolap Mah.,2,1,90,7,1,24000,0.0010217613426378835,0.0010217613426378835,0.001
İstanbul , Sarıyer , Ayazağa Mah.,1,1,55,7,1,29000,0.0012391573729863693,0.10123915737298637,0.092
İstanbul , Sancaktepe , Yunus Emre Mah.,2,1,93,5,2,19500,0.0008261049153242462,0.0008261049153242462,0.001
İstanbul , Avcılar , Merkez Mah.,1,1,90,28,1,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Esenyurt , Talatpaşa Mah.,2,1,100,10,1,11000,0.00045653166373182025,0.00045653166373182025,0.0
İstanbul , Bakırköy , Osmaniye Mah.,3,1,148,11,8,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Bakırköy , Yeşilköy Mah.,3,1,170,13,1,72000,0.0031087632339833475,0.10310876323398335,0.094
İstanbul , Beşiktaş , Gayrettepe Mah.,2,1,90,42,1,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Pendik , Esenler Mah.,2,1,90,5,2,24500,0.0010435009456727321,0.0010435009456727321,0.001
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,85,15,6,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Gaziosmanpaşa , Merkez Mah.,2,1,85,16,1,13000,0.0005434900758712146,0.0005434900758712146,0.0
İstanbul , Kadıköy , Suadiye Mah.,3,1,110,26,3,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Kadıköy , Caferağa Mah.,1,1,70,4,1,52000,0.002239179112589404,0.10223917911258941,0.093
İstanbul , Esenyurt , Piri Reis Mah.,1,1,72,7,10,14000,0.0005869692819409117,0.0005869692819409117,0.001
İstanbul , Kartal , Atalar Mah.,2,1,80,0,4,33000,0.001413074197265158,0.001413074197265158,0.001
İstanbul , Kadıköy , Caferağa Mah.,1,1,70,4,1,52000,0.002239179112589404,0.10223917911258941,0.093
İstanbul , Şişli , Cumhuriyet Mah.,1,0,55,10,2,32500,0.0013913345942303094,0.10139133459423032,0.092
İstanbul , Güngören , Haznedar Mah.,2,1,110,30,-3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Maltepe , Feyzullah Mah.,3,1,160,35,1,50000,0.00215222070045001,0.00215222070045001,0.002
İstanbul , Kağıthane , Yahya Kemal Mah.,2,1,90,3,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Sancaktepe , Fatih Mah.,2,1,82,0,1,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Esenyurt , Koza Mah.,2,1,75,8,1,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Ataşehir , Barbaros Mah.,1,1,65,15,15,42000,0.0018043870518924324,0.0018043870518924324,0.002
İstanbul , Şişli , Merkez Mah.,3,1,130,30,2,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Sancaktepe , İnönü Mah.,3,1,150,9,4,25250,0.001076110350225005,0.001076110350225005,0.001
İstanbul , Şişli , Gülbahar Mah.,1,1,70,8,1,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,75,38,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Şişli , Fulya Mah.,2,1,90,31,1,31000,0.0013261157851257636,0.10132611578512576,0.092
İstanbul , Şişli , Gülbahar Mah.,2,1,85,20,3,23000,0.0009782821365681863,0.10097828213656819,0.092
İstanbul , Bakırköy , Zuhuratbaba Mah.,4,1,175,26,5,51000,0.002195699906519707,0.10219569990651971,0.093
İstanbul , Sarıyer , Kireçburnu Mah.,3,1,130,2,1,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Eyüpsultan , Mithatpaşa Mah.,1,1,57,7,3,32000,0.0013695949911954608,0.0013695949911954608,0.001
İstanbul , Kadıköy , Caddebostan Mah.,4,1,200,40,1,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Maltepe , Küçükyalı Mah.,3,1,115,35,2,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Beykoz , Kanlıca Mah.,2,1,80,40,1,125000,0.005413161155677297,0.005413161155677297,0.005
İstanbul , Kadıköy , Göztepe Mah.,4,1,220,25,4,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Maltepe , Cevizli Mah.,2,1,75,0,1,31000,0.0013261157851257636,0.0013261157851257636,0.001
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,1,1,90,15,1,38000,0.0016304702276136438,0.0016304702276136438,0.001
İstanbul , Büyükçekmece , Atatürk Mah.,5,1,270,25,4,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Pendik , Fevzi Çakmak Mah.,3,1,130,15,3,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Kağıthane , Merkez Mah.,1,1,44,8,6,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Üsküdar , Salacak Mah.,3,1,120,26,1,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Sarıyer , İstinye Mah.,3,1,148,27,4,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Şişli , Esentepe Mah.,3,1,200,14,7,285000,0.012369834126828844,0.11236983412682885,0.102
İstanbul , Kadıköy , Sahrayı Cedit Mah.,3,1,110,35,7,44000,0.0018913454640318269,0.10189134546403184,0.093
İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,95,30,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Beşiktaş , Muradiye Mah.,3,1,120,40,2,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Kadıköy , Hasanpaşa Mah.,3,1,126,26,4,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Şişli , Gülbahar Mah.,3,1,120,25,2,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Ümraniye , Çamlık Mah.,3,1,140,14,7,29000,0.0012391573729863693,0.0012391573729863693,0.001
İstanbul , Sarıyer , Çamlıtepe Mah.,2,1,110,20,0,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,120,8,6,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Bakırköy , Sakızağacı Mah.,4,2,260,0,5,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,70,6,3,29000,0.0012391573729863693,0.10123915737298637,0.092
İstanbul , Sancaktepe , Eyüp Sultan Mah.,2,1,75,4,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Beşiktaş , Ortaköy Mah.,4,2,350,30,1,400000,0.01736994282484402,0.11736994282484403,0.107
İstanbul , Maltepe , Zümrütevler Mah.,1,1,63,1,3,23500,0.0010000217396030349,0.0010000217396030349,0.001
İstanbul , Avcılar , Cihangir Mah.,3,1,125,8,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Üsküdar , Sultantepe Mah.,2,1,90,40,5,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Sarıyer , Cumhuriyet Mah.,5,2,190,50,0,365000,0.01584817061240462,0.11584817061240463,0.105
İstanbul , Kadıköy , Acıbadem Mah.,3,1,90,40,5,32500,0.0013913345942303094,0.10139133459423032,0.092
İstanbul , Bahçelievler , Cumhuriyet Mah.,3,1,135,26,5,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Maltepe , İdealtepe Mah.,4,1,200,25,3,60000,0.0025870127611469815,0.0025870127611469815,0.002
İstanbul , Küçükçekmece , Cennet Mah.,3,1,115,31,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Üsküdar , Küçük Çamlıca Mah.,2,1,85,30,1,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Üsküdar , Bahçelievler Mah.,3,1,147,19,4,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beşiktaş , Nisbetiye Mah.,6,1,578,1,18,680000,0.029544120524359226,0.12954412052435924,0.118
İstanbul , Kağıthane , Telsizler Mah.,2,1,80,4,8,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Bağcılar , Fevzi Çakmak Mah.,2,1,115,0,8,32000,0.0013695949911954608,0.0013695949911954608,0.001
İstanbul , Beşiktaş , Abbasağa Mah.,2,1,90,13,4,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Fatih , Derviş Ali Mah.,2,1,65,40,1,13000,0.0005434900758712146,0.10054349007587123,0.091
İstanbul , Tuzla , Aydınlı Mah.,2,1,100,10,5,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Sarıyer , Ferahevler Mah.,2,1,70,25,5,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,130,30,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Üsküdar , Kuzguncuk Mah.,4,2,320,20,0,160000,0.0069349333681166985,0.1069349333681167,0.097
İstanbul , Esenyurt , Mevlana Mah.,1,1,75,9,7,14000,0.0005869692819409117,0.0005869692819409117,0.001
İstanbul , Esenyurt , Örnek Mah.,2,1,105,3,3,16750,0.000706537098632579,0.000706537098632579,0.001
İstanbul , Fatih , Seyyid Ömer Mah.,1,1,85,37,4,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Bahçelievler , Bahçelievler Mah.,1,1,65,35,1,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Kağıthane , Çağlayan Mah.,1,1,60,8,4,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Şişli , Cumhuriyet Mah.,1,1,92,5,21,57000,0.00245657514293789,0.10245657514293789,0.093
İstanbul , Büyükçekmece , Ekinoba Mah.,2,1,70,5,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Maltepe , İdealtepe Mah.,2,1,90,5,1,42000,0.0018043870518924324,0.0018043870518924324,0.002
İstanbul , Üsküdar , Bulgurlu Mah.,3,1,100,20,2,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Gaziosmanpaşa , Yenidoğan Mah.,2,1,200,23,5,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Avcılar , Merkez Mah.,1,1,80,10,1,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Beşiktaş , Gayrettepe Mah.,2,1,75,30,5,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Maltepe , Cevizli Mah.,3,1,140,13,3,70000,0.003021804821843953,0.003021804821843953,0.003
İstanbul , Esenyurt , Piri Reis Mah.,1,1,75,8,6,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Beyoğlu , Cihangir Mah.,2,1,100,30,2,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Kadıköy , Caddebostan Mah.,3,1,125,12,7,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Pendik , Fatih Mah.,2,1,95,0,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Kartal , Esentepe Mah.,2,1,78,7,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Kadıköy , Caferağa Mah.,1,1,60,5,1,43000,0.0018478662579621296,0.10184786625796213,0.093
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,100,2,9,46000,0.001978303876171221,0.001978303876171221,0.002
İstanbul , Sancaktepe , Fatih Mah.,4,1,160,9,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Bakırköy , Zuhuratbaba Mah.,2,1,85,0,2,58000,0.002500054349007587,0.1025000543490076,0.093
İstanbul , Kadıköy , Caferağa Mah.,3,1,165,35,5,95000,0.004108784973586382,0.10410878497358639,0.095
İstanbul , Bakırköy , Osmaniye Mah.,1,1,195,10,1,95000,0.004108784973586382,0.10410878497358639,0.095
İstanbul , Bakırköy , Yeşilköy Mah.,3,1,190,38,2,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Arnavutköy , Boğazköy İstiklal Mah.,2,1,107,2,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,2,1,180,8,5,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Sarıyer , Kireçburnu Mah.,6,2,400,27,3,130000,0.005630557186025783,0.10563055718602579,0.096
İstanbul , Pendik , Kurtköy Mah.,2,1,110,25,3,23500,0.0010000217396030349,0.0010000217396030349,0.001
İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,140,12,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Bakırköy , Ataköy 3-4-11. Kısım Mah.,3,1,127,55,2,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Pendik , Velibaba Mah.,2,1,90,20,5,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Kadıköy , Fenerbahçe Mah.,2,1,71,7,3,66000,0.0028478879975651645,0.10284788799756517,0.093
İstanbul , Avcılar , Merkez Mah.,3,1,110,32,1,13500,0.0005652296789060632,0.0005652296789060632,0.001
İstanbul , Şişli , Feriköy Mah.,3,1,120,30,2,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Sarıyer , Maslak Mah.,1,1,80,10,4,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Bahçelievler , Şirinevler Mah.,2,1,90,38,1,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Beşiktaş , Balmumcu Mah.,5,1,500,32,0,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,150,0,3,60000,0.0025870127611469815,0.0025870127611469815,0.002
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,4,2,400,20,0,390000,0.016935150764147047,0.016935150764147047,0.015
İstanbul , Kadıköy , Göztepe Mah.,2,1,80,0,7,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Beykoz , Kanlıca Mah.,3,1,140,30,3,80000,0.0034565968825409246,0.0034565968825409246,0.003
İstanbul , Kadıköy , Göztepe Mah.,3,1,105,1,1,62000,0.002673971173286376,0.10267397117328639,0.093
İstanbul , Beşiktaş , Vişnezade Mah.,2,1,90,40,2,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Kadıköy , Merdivenköy Mah.,2,1,85,35,1,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Beykoz , Paşabahçe Mah.,2,1,90,30,1,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Kağıthane , Nurtepe Mah.,3,1,170,25,4,20500,0.0008695841213939434,0.0008695841213939434,0.001
İstanbul , Çekmeköy , Mimar Sinan Mah.,3,1,125,19,2,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,90,25,5,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Bayrampaşa , Orta Mah.,2,1,85,40,3,14500,0.0006087088849757603,0.0006087088849757603,0.001
İstanbul , Kadıköy , Caferağa Mah.,1,0,45,5,1,33000,0.001413074197265158,0.10141307419726517,0.092
İstanbul , Kadıköy , Kozyatağı Mah.,3,1,145,9,1,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Esenyurt , Yeşilkent Mah.,1,1,68,6,16,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Beşiktaş , Abbasağa Mah.,2,1,95,7,-1,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Kartal , Hürriyet Mah.,2,1,110,22,1,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Kağıthane , Çağlayan Mah.,3,1,120,8,2,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Şişli , Cumhuriyet Mah.,1,1,70,12,4,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Gaziosmanpaşa , Karayolları Mah.,2,1,150,20,3,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Kağıthane , Gürsel Mah.,1,1,60,8,-2,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Kağıthane , Harmantepe Mah.,1,1,60,10,2,12500,0.0005217504728363661,0.0005217504728363661,0.0
İstanbul , Ümraniye , Atakent Mah.,3,2,160,28,0,47000,0.002021783082240918,0.002021783082240918,0.002
İstanbul , Kağıthane , Yeşilce Mah.,1,1,75,20,1,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,79,7,-1,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Beşiktaş , Türkali Mah.,2,1,70,4,3,42000,0.0018043870518924324,0.10180438705189243,0.093
İstanbul , Beylikdüzü , Gürpınar Mah.,3,1,130,20,5,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Üsküdar , Yavuztürk Mah.,3,1,147,19,3,37000,0.0015869910215439466,0.10158699102154395,0.092
İstanbul , Ataşehir , Atatürk Mah.,3,1,115,30,1,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Kadıköy , Hasanpaşa Mah.,2,1,80,12,-1,27500,0.0011739385638818234,0.10117393856388184,0.092
İstanbul , Kartal , Esentepe Mah.,2,1,90,6,4,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Ümraniye , Esenevler Mah.,2,1,95,25,2,27000,0.001152198960846975,0.001152198960846975,0.001
İstanbul , Avcılar , Cihangir Mah.,2,1,95,28,1,12500,0.0005217504728363661,0.0005217504728363661,0.0
İstanbul , Beyoğlu , Cihangir Mah.,3,1,120,30,2,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Maltepe , Altıntepe Mah.,3,1,120,35,2,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Maltepe , Feyzullah Mah.,3,1,160,27,6,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Üsküdar , Beylerbeyi Mah.,3,1,145,31,2,135000,0.005847953216374269,0.10584795321637427,0.096
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,65,0,3,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Sancaktepe , Fatih Mah.,3,1,100,21,6,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Kadıköy , Feneryolu Mah.,2,1,90,5,10,58000,0.002500054349007587,0.1025000543490076,0.093
İstanbul , Beşiktaş , Kuruçeşme Mah.,1,1,90,50,1,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Sarıyer , Çamlıtepe Mah.,1,1,80,25,1,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Üsküdar , Valide-i Atik Mah.,2,1,90,20,1,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Şişli , Gülbahar Mah.,3,1,125,22,3,27500,0.0011739385638818234,0.10117393856388184,0.092
İstanbul , Beyoğlu , Katip Mustafa Çelebi Mah.,1,0,35,40,2,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Kağıthane , Sultan Selim Mah.,3,1,105,32,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Beyoğlu , Cihangir Mah.,2,1,80,35,1,38000,0.0016304702276136438,0.10163047022761365,0.092
İstanbul , Beşiktaş , Levazım Mah.,3,1,217,12,7,340000,0.014761190460662188,0.11476119046066219,0.104
İstanbul , Beyoğlu , Cihangir Mah.,1,1,65,4,3,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,75,15,3,14500,0.0006087088849757603,0.10060870888497576,0.091
İstanbul , Beşiktaş , Ortaköy Mah.,5,2,500,32,3,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Beşiktaş , Bebek Mah.,3,1,190,50,2,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Maltepe , Altıntepe Mah.,2,1,85,8,1,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Pendik , Güzelyalı Mah.,2,1,105,9,2,29500,0.001260896976021218,0.001260896976021218,0.001
İstanbul , Bahçelievler , Soğanlı Mah.,1,1,75,0,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Sarıyer , İstinye Mah.,2,1,75,25,3,27000,0.001152198960846975,0.10115219896084698,0.092
İstanbul , Kadıköy , Kozyatağı Mah.,2,1,125,33,3,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beşiktaş , Mecidiye Mah.,2,2,85,43,3,37500,0.0016087306245787952,0.1016087306245788,0.092
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,165,10,1,65000,0.0028044087914954672,0.0028044087914954672,0.003
İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,100,25,3,14000,0.0005869692819409117,0.0005869692819409117,0.001
İstanbul , Beylikdüzü , Adnan Kahveci Mah.,1,1,95,15,2,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,200,6,1,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Sarıyer , Yeniköy Mah.,3,1,195,35,1,220000,0.009543685732298529,0.10954368573229853,0.1
İstanbul , Bahçelievler , Cumhuriyet Mah.,2,1,90,30,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,90,10,1,9000,0.0003695732515924259,0.0003695732515924259,0.0
İstanbul , Kadıköy , Merdivenköy Mah.,3,1,115,31,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Kağıthane , Çağlayan Mah.,1,1,60,8,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,115,38,5,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Beşiktaş , Gayrettepe Mah.,3,1,125,40,1,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Kartal , Hürriyet Mah.,2,1,110,6,5,25500,0.0010869801517424291,0.0010869801517424291,0.001
İstanbul , Üsküdar , Bulgurlu Mah.,1,1,55,0,1,27500,0.0011739385638818234,0.10117393856388184,0.092
İstanbul , Şişli , Merkez Mah.,1,1,60,0,7,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Çekmeköy , Güngören Mah.,2,1,85,4,2,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Beyoğlu , Yenişehir Mah.,1,1,70,30,3,13000,0.0005434900758712146,0.10054349007587123,0.091
İstanbul , Sarıyer , Maslak Mah.,1,1,80,8,17,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Sancaktepe , Fatih Mah.,2,1,92,10,1,14000,0.0005869692819409117,0.0005869692819409117,0.001
İstanbul , Maltepe , Zümrütevler Mah.,4,2,200,7,3,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Şişli , Gülbahar Mah.,1,1,65,26,-2,13000,0.0005434900758712146,0.10054349007587123,0.091
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,60,4,1,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Kağıthane , Seyrantepe Mah.,2,1,90,10,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Fatih , Koca Mustafapaşa Mah.,1,1,65,32,1,12000,0.0005000108698015174,0.10050001086980152,0.091
İstanbul , Esenyurt , Bağlarçeşme Mah.,2,1,110,5,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Sarıyer , Cumhuriyet Mah.,2,1,95,28,3,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Kağıthane , Yeşilce Mah.,2,1,73,15,3,24000,0.0010217613426378835,0.0010217613426378835,0.001
İstanbul , Pendik , Doğu Mah.,3,1,120,30,1,23000,0.0009782821365681863,0.0009782821365681863,0.001
İstanbul , Avcılar , Gümüşpala Mah.,3,1,160,30,4,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Üsküdar , Selami Ali Mah.,2,1,85,31,1,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Pendik , Esenler Mah.,3,1,100,28,3,23000,0.0009782821365681863,0.0009782821365681863,0.001
İstanbul , Beşiktaş , Ortaköy Mah.,2,1,100,35,4,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,85,35,3,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Bağcılar , 100. Yıl Mah.,2,1,120,35,2,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Gaziosmanpaşa , Yeni Mahalle Mah.,2,1,90,20,3,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Şişli , Cumhuriyet Mah.,1,1,88,5,14,54000,0.0023261375247287984,0.1023261375247288,0.093
İstanbul , Esenyurt , Gökevler Mah.,3,1,140,10,8,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Kartal , Karlıktepe Mah.,1,1,92,5,21,33000,0.001413074197265158,0.001413074197265158,0.001
İstanbul , Kağıthane , Harmantepe Mah.,2,1,95,15,4,22500,0.0009565425335333376,0.0009565425335333376,0.001
İstanbul , Kağıthane , Sultan Selim Mah.,1,1,75,32,2,16500,0.0006956672971151547,0.0006956672971151547,0.001
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,90,20,1,24500,0.0010435009456727321,0.0010435009456727321,0.001
İstanbul , Üsküdar , Kuzguncuk Mah.,1,1,75,40,-1,18000,0.0007608861062197005,0.10076088610621971,0.092
