list-view-price,left,celly 3,celly 4,location,districk,neighborhood,room,living_room,area
20.000,Kiralık Daire,"23
                        Yaşında",1. Kat,İstanbul , Şişli , Gülbahar Mah.,2,1,75
17.000,Kiralık Daire,"40
                        Yaşında",5. Kat,İstanbul , Güngören , Tozkoparan Mah.,2,1,75
35.000,Kiralık Daire,"45
                        Yaşında",4. Kat,İstanbul , Beşiktaş , Türkali Mah.,3,1,110
21.000,Kiralık Daire,"17
                        Yaşında",1. Kat,İstanbul , Bahçelievler , Hürriyet Mah.,2,1,75
25.000,Kiralık Villa,"25
                        Yaşında",,İstanbul , Silivri , Semizkumlar Mah.,5,1,250
20.000,Kiralık Daire,"7
                        Yaşında",Giriş Katı,İstanbul , Eyüpsultan , Esentepe Mah.,2,1,65
39.500,Kiralık Daire,"13
                        Yaşında",Ara Kat,İstanbul , Beşiktaş , Gayrettepe Mah.,1,1,80
40.000,Kiralık Daire,"35
                        Yaşında",3. Kat,İstanbul , Bakırköy , Zuhuratbaba Mah.,4,1,130
50.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,100
50.000,Kiralık Daire,"5
                        Yaşında",1. Kat,İstanbul , Beşiktaş , Yıldız Mah.,3,1,135
29.500,Kiralık Daire,"15
                        Yaşında",16. Kat,İstanbul , Ataşehir , Barbaros Mah.,1,0,40
23.000,Kiralık Daire,"20
                        Yaşında",1. Kat,İstanbul , Bahçelievler , Yenibosna Merkez Mah.,2,1,88
49.000,Kiralık Residence,"4
                        Yaşında",Ara Kat,İstanbul , Şişli , İnönü Mah.,2,1,70
15.500,Kiralık Daire,"20
                        Yaşında",Yüksek Giriş,İstanbul , Şişli , Gülbahar Mah.,1,1,60
19.500,Kiralık Daire,"5
                        Yaşında",Yüksek Giriş,İstanbul , Kağıthane , Harmantepe Mah.,1,1,65
55.000,Kiralık Daire,"5
                        Yaşında",4. Kat,İstanbul , Beyoğlu , Cihangir Mah.,2,1,100
80.000,Kiralık Residence,"2
                        Yaşında",4. Kat,İstanbul , Şişli , Merkez Mah.,2,1,75
425.000,Kiralık Villa,"25
                        Yaşında",,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,5,2,550
30.000,Kiralık Daire,"50
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Şehit Muhtar Mah.,2,1,85
14.000,Kiralık Daire,"28
                        Yaşında",3. Kat,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80
20.000,Kiralık Daire,"30
                        Yaşında",4. Kat,İstanbul , Kadıköy , Osmanağa Mah.,1,0,35
25.000,Kiralık Daire,"20
                        Yaşında",2. Kat,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,85
45.000,Kiralık Daire,"18
                        Yaşında",1. Kat,İstanbul , Maltepe , Yalı Mah.,3,1,120
45.000,Kiralık Daire,"26
                        Yaşında",1. Kat,İstanbul , Şişli , Teşvikiye Mah.,1,1,60
33.000,Kiralık Daire,"50
                        Yaşında",Yüksek Giriş,İstanbul , Şişli , Bozkurt Mah.,3,1,110
24.000,Kiralık Daire,"28
                        Yaşında",Bahçe Katı,İstanbul , Güngören , Tozkoparan Mah.,2,1,95
130.000,Kiralık Villa,"11
                        Yaşında",Bahçe Katı,İstanbul , Beykoz , Acarlar Mah.,4,1,350
28.000,Kiralık Daire,"7
                        Yaşında",Ara Kat,İstanbul , Kağıthane , Hürriyet Mah.,2,1,100
21.000,Kiralık Daire,"19
                        Yaşında",Yüksek Giriş,İstanbul , Ataşehir , İçerenköy Mah.,1,1,55
31.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Bağcılar , Demirkapı Mah.,3,1,110
25.000,Kiralık Daire,"11
                        Yaşında",2. Kat,İstanbul , Kağıthane , Seyrantepe Mah.,1,1,65
22.000,Kiralık Daire,"40
                        Yaşında",4. Kat,İstanbul , Fatih , Seyyid Ömer Mah.,2,1,90
45.000,Kiralık Daire,"31
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Ömer Avni Mah.,3,1,110
635.000,Kiralık Daire,"45
                        Yaşında",5. Kat,İstanbul , Sarıyer , Yeniköy Mah.,5,2,650
22.000,Kiralık Daire,"38
                        Yaşında",Yüksek Giriş,İstanbul , Eyüpsultan , Karadolap Mah.,2,1,85
20.000,Kiralık Daire,"13
                        Yaşında",5. Kat,İstanbul , Küçükçekmece , Atakent Mah.,1,1,50
30.000,Kiralık Daire,"12
                        Yaşında",Ara Kat,İstanbul , Gaziosmanpaşa , Karayolları Mah.,2,1,95
32.500,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Büyükçekmece , Pınartepe Mah.,2,1,127
40.000,Kiralık Daire,"9
                        Yaşında",Bahçe Katı,İstanbul , Beylikdüzü , Gürpınar Mah.,2,1,80
25.000,Kiralık Residence,"4
                        Yaşında",2. Kat,İstanbul , Kağıthane , Çeliktepe Mah.,1,1,65
32.500,Kiralık Daire,"2
                        Yaşında",4. Kat,İstanbul , Maltepe , Aydınevler Mah.,2,1,80
19.000,Kiralık Daire,"14
                        Yaşında",Bahçe Katı,İstanbul , Ümraniye , İstiklal Mah.,2,1,90
105.000,Kiralık Daire,"2
                        Yaşında",13. Kat,İstanbul , Zeytinburnu , Kazlıçeşme Mah.,3,1,156
14.000,Kiralık Daire,"28
                        Yaşında",1. Kat,İstanbul , Maltepe , Başıbüyük Mah.,3,1,110
110.000,Kiralık Daire,"1
                        Yaşında",21 ve üzeri,İstanbul , Sarıyer , Maslak Mah.,3,1,188
65.000,Kiralık Daire,"8
                        Yaşında",17. Kat,İstanbul , Gaziosmanpaşa , Karadeniz Mah.,2,1,130
200.000,Kiralık Daire,"30
                        Yaşında",3. Kat,İstanbul , Beşiktaş , Ulus Mah.,6,1,340
21.000,Kiralık Daire,"20
                        Yaşında",1. Kat,İstanbul , Kağıthane , Seyrantepe Mah.,2,1,85
25.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Tuzla , Yayla Mah.,2,1,100
30.000,Kiralık Daire,"32
                        Yaşında",Giriş Katı,İstanbul , Sarıyer , Tarabya Mah.,2,1,90
70.000,Kiralık Daire,"8
                        Yaşında",9. Kat,İstanbul , Kadıköy , Bostancı Mah.,3,1,127
30.000,Kiralık Daire,"17
                        Yaşında",1. Kat,İstanbul , Bahçelievler , Cumhuriyet Mah.,2,1,105
38.000,Kiralık Daire,"15
                        Yaşında",Ara Kat,İstanbul , Kartal , Soğanlık Yeni Mah.,2,1,113
30.000,Kiralık Daire,Sıfır Bina,Yüksek Giriş,İstanbul , Üsküdar , Valide-i Atik Mah.,1,1,55
21.000,Kiralık Daire,Sıfır Bina,Bahçe Katı,İstanbul , Bayrampaşa , Altıntepsi Mah.,2,1,75
45.000,Kiralık Daire,"38
                        Yaşında",2. Kat,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,130
20.000,Kiralık Daire,"6
                        Yaşında",1. Kat,İstanbul , Ümraniye , Çakmak Mah.,1,1,70
95.000,Kiralık Daire,"25
                        Yaşında",4. Kat,İstanbul , Sarıyer , Darüşşafaka Mah.,5,1,270
45.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Sarıyer , Büyükdere Mah.,3,1,160
32.950,Kiralık Daire,"10
                        Yaşında",Yüksek Giriş,İstanbul , Ümraniye , Atatürk Mah.,3,1,110
13.000,Kiralık Daire,"27
                        Yaşında",Çatı Katı,İstanbul , Bayrampaşa , Altıntepsi Mah.,2,0,90
18.500,Kiralık Daire,"5
                        Yaşında",Ara Kat,İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,100
40.000,Kiralık Daire,"27
                        Yaşında",6. Kat,İstanbul , Maltepe , Feyzullah Mah.,3,1,160
21.500,Kiralık Daire,"29
                        Yaşında",Bahçe Katı,İstanbul , Şişli , Gülbahar Mah.,3,1,100
20.000,Kiralık Daire,"45
                        Yaşında",2. Kat,İstanbul , Fatih , Topkapı Mah.,3,1,120
23.000,Kiralık Daire,"40
                        Yaşında",Bahçe Katı,İstanbul , Fatih , Silivrikapı Mah.,2,1,90
115.000,Kiralık Daire,"15
                        Yaşında",21 ve üzeri,İstanbul , Sarıyer , Maslak Mah.,4,1,255
26.000,Kiralık Daire,"1
                        Yaşında",3. Kat,İstanbul , Küçükçekmece , İnönü Mah.,1,1,66
16.500,Kiralık Daire,"45
                        Yaşında",Ara Kat,İstanbul , Fatih , Cerrahpaşa Mah.,2,1,80
26.000,Kiralık Daire,"5
                        Yaşında",1. Kat,İstanbul , Beyoğlu , Sururi Mehmet Efendi Mah.,1,1,65
35.000,Kiralık Daire,"11
                        Yaşında",4. Kat,İstanbul , Büyükçekmece , Pınartepe Mah.,3,1,180
140.000,Kiralık Residence,"15
                        Yaşında",16. Kat,İstanbul , Beşiktaş , Levent Mah.,3,1,250
85.000,Kiralık Daire,"1
                        Yaşında",Zemin,İstanbul , Eyüpsultan , Mimar Sinan Mah.,2,1,123
30.000,Kiralık Daire,"7
                        Yaşında",1. Kat,İstanbul , Beşiktaş , Dikilitaş Mah.,1,1,60
20.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,91
22.000,Kiralık Daire,"9
                        Yaşında",Bahçe Katı,İstanbul , Kağıthane , Sultan Selim Mah.,1,1,65
26.000,Kiralık Daire,"5
                        Yaşında",5. Kat,İstanbul , Kartal , Cumhuriyet Mah.,2,1,110
29.800,Kiralık Daire,"29
                        Yaşında",3. Kat,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,95
57.000,Kiralık Daire,"32
                        Yaşında",4. Kat,İstanbul , Kadıköy , Rasimpaşa Mah.,4,1,180
10.000,Kiralık Daire,"32
                        Yaşında",En Üst Kat,İstanbul , Küçükçekmece , Cennet Mah.,3,1,120
110.000,Kiralık Daire,"34
                        Yaşında",Bahçe Katı,İstanbul , Kadıköy , Caddebostan Mah.,3,1,155
26.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Beyoğlu , Çatma Mescit Mah.,2,1,85
40.000,Kiralık Daire,"55
                        Yaşında",4. Kat,İstanbul , Beşiktaş , Muradiye Mah.,2,1,90
14.100,Kiralık Daire,"20
                        Yaşında",Ara Kat,İstanbul , Arnavutköy , Nenehatun Mah.,2,1,100
80.000,Kiralık Daire,"25
                        Yaşında",7. Kat,İstanbul , Kadıköy , Kozyatağı Mah.,4,1,170
38.000,Kiralık Daire,"35
                        Yaşında",5. Kat,İstanbul , Beyoğlu , Şehit Muhtar Mah.,2,1,125
33.000,Kiralık Daire,"25
                        Yaşında",2. Kat,İstanbul , Zeytinburnu , Sümer Mah.,3,1,120
27.000,Kiralık Daire,"6
                        Yaşında",Kot 1,İstanbul , Kağıthane , Merkez Mah.,2,1,85
30.000,Kiralık Daire,"24
                        Yaşında",5. Kat,İstanbul , Sarıyer , Bahçeköy Kemer Mah.,3,1,120
67.500,Kiralık Daire,"35
                        Yaşında",4. Kat,İstanbul , Üsküdar , Çengelköy Mah.,3,1,135
27.000,Kiralık Daire,"4
                        Yaşında",19. Kat,İstanbul , Kartal , Cevizli Mah.,1,0,41
57.000,Kiralık Daire,"25
                        Yaşında",10. Kat,İstanbul , Kadıköy , Erenköy Mah.,3,1,137
33.000,Kiralık Daire,"35
                        Yaşında",1. Kat,İstanbul , Maltepe , Çınar Mah.,2,1,110
19.500,Kiralık Daire,"4
                        Yaşında",Yarı Bodrum,İstanbul , Şişli , Yayla Mah.,1,1,65
25.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Güngören , Haznedar Mah.,2,1,130
40.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Beşiktaş , Ortaköy Mah.,3,0,160
32.000,Kiralık Daire,"28
                        Yaşında",17. Kat,İstanbul , Ataşehir , İçerenköy Mah.,3,1,110
16.500,Kiralık Daire,"30
                        Yaşında",4. Kat,İstanbul , Beyoğlu , Kadımehmet Efendi Mah.,1,1,75
35.000,Kiralık Residence,"5
                        Yaşında",6. Kat,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,70
56.500,Kiralık Residence,"5
                        Yaşında",21 ve üzeri,İstanbul , Şişli , Cumhuriyet Mah.,1,1,92
16.500,Kiralık Daire,"30
                        Yaşında",4. Kat,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,85
25.000,Kiralık Daire,"22
                        Yaşında",2. Kat,İstanbul , Şişli , Esentepe Mah.,3,1,90
18.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Kağıthane , Harmantepe Mah.,1,1,60
60.000,Kiralık Daire,"45
                        Yaşında",2. Kat,İstanbul , Beşiktaş , Levent Mah.,2,1,110
31.000,Kiralık Daire,"5
                        Yaşında",2. Kat,İstanbul , Kartal , Cumhuriyet Mah.,3,1,120
21.500,Kiralık Daire,"45
                        Yaşında",3. Kat,İstanbul , Fatih , Haseki Sultan Mah.,2,1,90
45.000,Kiralık Daire,"6
                        Yaşında",21 ve üzeri,İstanbul , Ümraniye , Finanskent Mah.,1,0,77
50.000,Kiralık Daire,"40
                        Yaşında",3. Kat,İstanbul , Beşiktaş , Nisbetiye Mah.,2,1,110
17.500,Kiralık Daire,"8
                        Yaşında",7. Kat,İstanbul , Tuzla , Aydıntepe Mah.,1,0,63
14.000,Kiralık Daire,"30
                        Yaşında",Yarı Bodrum,İstanbul , Şişli , Gülbahar Mah.,2,1,85
160.000,Kiralık Daire,"23
                        Yaşında",2. Kat,İstanbul , Sarıyer , Reşitpaşa Mah.,4,1,285
32.000,Kiralık Daire,"25
                        Yaşında",Ara Kat,İstanbul , Kartal , Karlıktepe Mah.,2,1,125
32.000,Kiralık Daire,"3
                        Yaşında",9. Kat,İstanbul , Zeytinburnu , Maltepe Mah.,1,1,55
30.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Bakırköy , Kartaltepe Mah.,3,1,120
85.000,Kiralık Daire,Sıfır Bina,5. Kat,İstanbul , Çekmeköy , Kirazlıdere Mah.,3,1,174
30.000,Kiralık Daire,"8
                        Yaşında",12. Kat,İstanbul , Kağıthane , Çağlayan Mah.,1,1,40
45.000,Kiralık Daire,"45
                        Yaşında",5. Kat,İstanbul , Beşiktaş , Etiler Mah.,3,1,145
26.000,Kiralık Daire,"5
                        Yaşında",Bahçe Katı,İstanbul , Şişli , Paşa Mah.,2,1,95
23.000,Kiralık Daire,"5
                        Yaşında",Yüksek Giriş,İstanbul , Ataşehir , Kayışdağı Mah.,1,1,50
15.500,Kiralık Daire,"25
                        Yaşında",2. Kat,İstanbul , Kağıthane , Gültepe Mah.,2,1,85
28.500,Kiralık Daire,"5
                        Yaşında",21 ve üzeri,İstanbul , Küçükçekmece , Atatürk Mah.,1,1,65
39.800,Kiralık Daire,Sıfır Bina,9. Kat,İstanbul , Beylikdüzü , Kavaklı Mah.,3,1,200
17.500,Kiralık Daire,"25
                        Yaşında",5. Kat,İstanbul , Bahçelievler , Zafer Mah.,2,1,85
28.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Fatih , Şehremini Mah.,2,1,85
44.000,Kiralık Daire,"6
                        Yaşında",1. Kat,İstanbul , Küçükçekmece , Cumhuriyet Mah.,4,1,150
27.000,Kiralık Daire,"29
                        Yaşında",4. Kat,İstanbul , Kağıthane , Sultan Selim Mah.,3,1,125
50.000,Kiralık Daire,"16
                        Yaşında",Ara Kat,İstanbul , Üsküdar , Ferah Mah.,4,1,220
25.000,Kiralık Daire,"15
                        Yaşında",En Üst Kat,İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,3,2,180
21.000,Kiralık Daire,"25
                        Yaşında",Yüksek Giriş,İstanbul , Üsküdar , Cumhuriyet Mah.,2,1,60
40.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Kadıköy , Kozyatağı Mah.,2,1,95
70.000,Kiralık Daire,"16
                        Yaşında",8. Kat,İstanbul , Gaziosmanpaşa , Karayolları Mah.,3,1,136
135.000,Kiralık Daire,"13
                        Yaşında",21 ve üzeri,İstanbul , Zeytinburnu , Kazlıçeşme Mah.,1,1,175
36.000,Kiralık Daire,"28
                        Yaşında",Ara Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,120
70.000,Kiralık Daire,"6
                        Yaşında",12. Kat,İstanbul , Kadıköy , Suadiye Mah.,2,1,100
29.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Şişli , Ergenekon Mah.,2,1,85
30.000,Kiralık Daire,"50
                        Yaşında",Yüksek Giriş,İstanbul , Üsküdar , Zeynep Kamil Mah.,4,1,130
150.000,Kiralık Daire,"30
                        Yaşında",4. Kat,İstanbul , Kadıköy , Caferağa Mah.,5,2,330
16.000,Kiralık Daire,"30
                        Yaşında",Yüksek Giriş,İstanbul , Fatih , Cibali Mah.,1,1,50
27.000,Kiralık Daire,"27
                        Yaşında",11. Kat,İstanbul , Maltepe , Bağlarbaşı Mah.,3,1,135
19.000,Kiralık Daire,"10
                        Yaşında",2. Kat,İstanbul , Kağıthane , Talatpaşa Mah.,2,1,110
122.500,Kiralık Daire,"24
                        Yaşında",2. Kat,İstanbul , Sarıyer , Poligon Mah.,3,1,146
13.000,Kiralık Daire,"28
                        Yaşında",2. Kat,İstanbul , Esenler , Menderes Mah.,2,1,100
17.500,Kiralık Daire,"25
                        Yaşında",1. Kat,İstanbul , Beyoğlu , Kaptanpaşa Mah.,2,1,80
20.000,Kiralık Daire,"28
                        Yaşında",2. Kat,İstanbul , Avcılar , Cihangir Mah.,3,1,145
25.000,Kiralık Daire,"40
                        Yaşında",Ara Kat,İstanbul , Fatih , Koca Mustafapaşa Mah.,3,1,120
35.000,Kiralık Daire,"28
                        Yaşında",Yüksek Giriş,İstanbul , Şişli , Merkez Mah.,1,1,55
18.000,Kiralık Daire,"35
                        Yaşında",3. Kat,İstanbul , Kartal , Kordonboyu Mah.,2,1,75
25.000,Kiralık Daire,"42
                        Yaşında",Ara Kat,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,85
17.000,Kiralık Daire,"30
                        Yaşında",En Üst Kat,İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,2,1,90
15.500,Kiralık Daire,"23
                        Yaşında",5. Kat,İstanbul , Küçükçekmece , Atatürk Mah.,2,1,120
22.500,Kiralık Daire,"20
                        Yaşında",2. Kat,İstanbul , Ümraniye , Altınşehir Mah.,2,1,90
40.000,Kiralık Daire,"5
                        Yaşında",6. Kat,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,75
13.000,Kiralık Daire,"15
                        Yaşında",Bahçe Katı,İstanbul , Kağıthane , Yahya Kemal Mah.,1,1,55
16.000,Kiralık Daire,"27
                        Yaşında",4. Kat,İstanbul , Bahçelievler , Zafer Mah.,2,1,90
15.000,Kiralık Daire,"7
                        Yaşında",20. Kat,İstanbul , Esenyurt , Zafer Mah.,2,1,110
19.000,Kiralık Daire,"2
                        Yaşında",Teras Katı,İstanbul , Küçükçekmece , Mehmet Akif Mah.,2,1,75
12.000,Kiralık Daire,"30
                        Yaşında",3. Kat,İstanbul , Küçükçekmece , Gültepe Mah.,2,1,80
40.000,Kiralık Daire,"23
                        Yaşında",4. Kat,İstanbul , Şişli , Halide Edip Adıvar Mah.,3,1,150
19.500,Kiralık Daire,"5
                        Yaşında",Yüksek Giriş,İstanbul , Eyüpsultan , Merkez Mah.,2,1,65
18.500,Kiralık Daire,"20
                        Yaşında",Yüksek Giriş,İstanbul , Eyüpsultan , Karadolap Mah.,2,1,100
